,Brand,Model,Mileage,Equipment,Origin,First Owner,Year,Price
87626,hyundai,Accent,225000,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Electric Windows']",WW in Morocco,Yes,2020,1450000.0
65071,porsche,cayenne_coupe,72500,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",Imported New,Yes,2020,1050000.0
16972,mercedes-benz,Classe A,185000,"['Rear Camera', 'Rear Camera']",WW in Morocco,No,2020,3100000.0
81497,fiat,500,87500,"['Leather Seats', 'Electric Windows']",WW in Morocco,Yes,2020,1304999.0
24742,porsche,cayenne_coupe,42500,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",Imported New,Yes,2020,1050000.0
75053,audi,Q8,47500,"['Alloy Wheels', 'Alloy Wheels']",Imported New,Yes,2021,1130000.0
70212,toyota,C-HR,52500,"['CD/MP3/Bluetooth', 'Rear Camera']",WW in Morocco,No,2021,2190000.0
10361,porsche,Panamera,32500,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",WW in Morocco,Yes,2021,1130000.0
69749,audi,RS6,42500,"['Electric Windows', 'CD/MP3/Bluetooth']",Car not yet customs-cleared,Yes,2021,1100000.0
63110,renault,Clio,27500,"['Leather Seats', 'Alloy Wheels']",WW in Morocco,Yes,2021,1650000.0
2379,dacia,Logan,37500,"['Air Conditioning', 'Speed Limiter', 'Cruise Control', 'Navigation System/GPS']",WW in Morocco,Yes,2021,1120000.0
2056,mercedes-benz,Classe S,42500,"['Alloy Wheels', 'Rear Camera']",Imported New,Yes,2021,1380000.0
73156,renault,Clio,27500,"['CD/MP3/Bluetooth', 'CD/MP3/Bluetooth']",WW in Morocco,No,2021,1400000.0
99389,nissan,Qashqai,87500,"['ABS', 'Airbags', 'Rear Camera', 'Air Conditioning', 'Alloy Wheels', 'Sunroof']",WW in Morocco,Yes,2021,2200000.0
67838,porsche,Cayenne,57500,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Central Locking', 'Electric Windows']",Imported New,Yes,2021,1115000.0
66168,renault,Clio,52500,"['Leather Seats', 'CD/MP3/Bluetooth']",WW in Morocco,Yes,2021,16000000.0
35383,dacia,Logan,52500,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Air Conditioning', 'Leather Seats']",WW in Morocco,Yes,2021,12000000.0
45080,dacia,Dokker,92500,"['Airbags', 'CD/MP3/Bluetooth', 'Speed Limiter', 'Electric Windows']",WW in Morocco,No,2021,99999999.0
27640,audi,A6,72500,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Central Locking', 'Electric Windows']",Imported New,Yes,2021,42000000.0
25531,dacia,Logan,57500,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Alloy Wheels', 'Leather Seats']",WW in Morocco,Yes,2021,12000000.0
45026,dacia,sandero_stepway,52500,"['Electric Windows', 'Leather Seats']",WW in Morocco,Yes,2021,1550000.0
30588,renault,Clio,57500,"['Electric Windows', 'Rear Camera']",WW in Morocco,Yes,2021,1300000.0
24456,land rover,Defender,62500,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",Customs-cleared car,Yes,2021,1120000.0
41769,isuzu,D-MAX,125000,"['CD/MP3/Bluetooth', 'Electric Windows']",WW in Morocco,Yes,2021,2000000.0
23138,dacia,Logan,37500,"['Air Conditioning', 'Speed Limiter', 'Navigation System/GPS', 'Electric Windows']",WW in Morocco,Yes,2021,1120000.0
86723,opel,Grandland X,62500,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Air Conditioning', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Navigation System/GPS', 'Central Locking', 'Electric Windows']",WW in Morocco,No,2021,2100000.0
47771,renault,Clio,52500,"['Air Conditioning', 'Alloy Wheels']",WW in Morocco,No,2021,1400000.0
87178,mercedes-benz,Classe G,47500,"['Electric Windows', 'Rear Camera']",Imported New,No,2021,2250000.0
47946,citroen,C3,32500,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Central Locking', 'Electric Windows']",WW in Morocco,Yes,2021,1450000.0
49408,dacia,Duster,72500,"['CD/MP3/Bluetooth', 'Electric Windows']",WW in Morocco,Yes,2021,1804000.0
84161,ford,Kuga,67500,"['Alloy Wheels', 'Alloy Wheels']",WW in Morocco,Yes,2021,545485648.0
33919,peugeot,208,2500,"['Electric Windows', 'Electric Windows']",WW in Morocco,Yes,2021,1550000.0
71407,dacia,Duster,67500,"['Rear Camera', 'Rear Camera']",WW in Morocco,Yes,2021,1802000.0
55155,audi,A3,87500,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Navigation System/GPS', 'Central Locking', 'Electric Windows']",WW in Morocco,No,2021,661280292.0
13268,porsche,cayenne_coupe,52500,"['Leather Seats', 'CD/MP3/Bluetooth']",Imported New,No,2021,1100000.0
37001,porsche,taycan,47500,"['CD/MP3/Bluetooth', 'CD/MP3/Bluetooth']",Customs-cleared car,Yes,2021,1660000.0
22312,mercedes-benz,Classe S,42500,"['Electric Windows', 'Electric Windows']",Imported New,Yes,2021,1380000.0
85327,jeep,Compass,72500,"['ABS', 'Airbags', 'Air Conditioning', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Central Locking', 'Electric Windows']",WW in Morocco,Yes,2021,2300000.0
74012,mercedes-benz,Classe G,72500,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",Imported New,Yes,2022,1740000.0
84967,land rover,Range Rover Sport,42500,"['ABS', 'Airbags', 'Rear Camera', 'Air Conditioning', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",WW in Morocco,Yes,2022,1180000.0
72708,mitsubishi,pajero sport,17500,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",Customs-cleared car,Yes,2022,39500000.0
82877,volkswagen,GOLF 8,27500,"['Electric Windows', 'Leather Seats']",Car not yet customs-cleared,Yes,2022,4700000.0
98959,land rover,range_rover_vogue,27500,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",WW in Morocco,Yes,2022,1750000.0
85286,hyundai,Tucson,47500,"['Alloy Wheels', 'Leather Seats']",WW in Morocco,Yes,2022,31000000.0
75403,audi,RSQ8,7500,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Electric Windows']",Imported New,No,2022,2150000.0
95849,porsche,Panamera,72500,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Central Locking', 'Electric Windows']",Customs-cleared car,Yes,2022,1200000.0
89138,land rover,Range Rover Sport,42500,"['ABS', 'Airbags', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",WW in Morocco,Yes,2022,1180000.0
95021,audi,Q8,47500,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Electric Windows']",Imported New,Yes,2022,1080000.0
93480,land rover,range_rover_vogue,27500,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",WW in Morocco,Yes,2022,1750000.0
77451,land rover,Range Rover Sport,42500,"['ABS', 'Airbags', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Sunroof', 'Central Locking', 'Electric Windows']",WW in Morocco,Yes,2022,1180000.0
76710,dacia,Logan,37500,"['Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'Speed Limiter', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Electric Windows']",WW in Morocco,Yes,2022,1320000.0
88483,mercedes-benz,Classe G,72500,"['Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",Imported New,Yes,2022,1740000.0
92257,mercedes-benz,Classe A,52500,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",WW in Morocco,No,2022,3950000.0
90981,mercedes-benz,Classe G,72500,"['ABS', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",Imported New,Yes,2022,1740000.0
90476,land rover,range_rover_vogue,57500,"['Rear Camera', 'Leather Seats']",WW in Morocco,No,2022,1750000.0
89017,land rover,range_rover_vogue,27500,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",WW in Morocco,Yes,2022,1750000.0
80079,land rover,Range Rover Sport,42500,"['ABS', 'Airbags', 'Rear Camera', 'Air Conditioning', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",WW in Morocco,Yes,2022,1180000.0
72571,mercedes-benz,Classe G,72500,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",Imported New,Yes,2022,1740000.0
645,land rover,Range Rover Sport,42500,"['ABS', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",WW in Morocco,Yes,2022,1180000.0
30045,citroen,C3 Aircross,32500,"['ABS', 'Airbags', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Navigation System/GPS', 'Central Locking', 'Electric Windows']",WW in Morocco,Yes,2022,19000000.0
6691,land rover,range_rover_vogue,27500,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Sunroof', 'Central Locking', 'Electric Windows']",WW in Morocco,Yes,2022,1780000.0
29995,mercedes-benz,Classe G,72500,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Electric Windows']",Imported New,Yes,2022,1740000.0
29283,renault,express_van,27500,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'ESP', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Navigation System/GPS', 'Central Locking', 'Electric Windows']",WW in Morocco,Yes,2022,16300000.0
28910,mercedes-benz,Vito,2500,"['CD/MP3/Bluetooth', 'Electric Windows']",WW in Morocco,Yes,2022,2000000.0
28055,mercedes-benz,Classe G,72500,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Sunroof', 'Central Locking', 'Electric Windows']",Imported New,Yes,2022,1740000.0
71762,dacia,Sandero,47500,"['Electric Windows', 'Electric Windows']",WW in Morocco,Yes,2022,1400000.0
22383,porsche,Cayenne,32500,"['CD/MP3/Bluetooth', 'Leather Seats']",Imported New,Yes,2022,1950000.0
22332,lexus,lx,22500,"['CD/MP3/Bluetooth', 'Electric Windows']",Imported New,Yes,2022,1150000.0
22307,land rover,Range Rover Sport,42500,"['ABS', 'Airbags', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Electric Windows']",WW in Morocco,Yes,2022,1180000.0
21857,land rover,range_rover_vogue,27500,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",WW in Morocco,Yes,2022,1780000.0
17984,land rover,range_rover_vogue,27500,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Sunroof', 'Central Locking', 'Electric Windows']",WW in Morocco,Yes,2022,1780000.0
14888,land rover,Range Rover Sport,42500,"['Airbags', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",WW in Morocco,Yes,2022,1180000.0
13156,land rover,range_rover_vogue,57500,"['Electric Windows', 'Electric Windows']",WW in Morocco,No,2022,1750000.0
11557,land rover,Range Rover Sport,42500,"['ABS', 'Airbags', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",WW in Morocco,Yes,2022,1180000.0
11444,land rover,range_rover_vogue,27500,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking']",WW in Morocco,Yes,2022,1780000.0
10998,land rover,Range Rover Sport,42500,"['ABS', 'Airbags', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Electric Windows']",WW in Morocco,Yes,2022,1180000.0
10961,land rover,Range Rover Sport,42500,"['ABS', 'Airbags', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Sunroof', 'Central Locking', 'Electric Windows']",WW in Morocco,Yes,2022,1180000.0
5302,land rover,Range Rover Sport,42500,"['ABS', 'Airbags', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking']",WW in Morocco,Yes,2022,1180000.0
9497,land rover,Range Rover Sport,42500,"['ABS', 'Airbags', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",WW in Morocco,Yes,2022,1180000.0
9380,land rover,range_rover_vogue,27500,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking']",WW in Morocco,Yes,2022,1780000.0
7859,mercedes-benz,Classe G,72500,"['ABS', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",Imported New,Yes,2022,1740000.0
34684,peugeot,208,32500,"['Rear Camera', 'Air Conditioning', 'Alloy Wheels', 'Parking Sensors', 'Electric Windows']",WW in Morocco,No,2022,1600000.0
35514,land rover,Range Rover Sport,42500,"['ABS', 'Airbags', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",WW in Morocco,Yes,2022,1180000.0
5324,mercedes-benz,Classe A,52500,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Central Locking', 'Electric Windows']",WW in Morocco,No,2022,3950000.0
50987,land rover,Range Rover Sport,42500,"['ABS', 'Airbags', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",WW in Morocco,Yes,2022,1180000.0
37414,mercedes-benz,Classe G,72500,"['ABS', 'Airbags', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",Imported New,Yes,2022,1740000.0
49329,land rover,Range Rover Sport,42500,"['ABS', 'Airbags', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",WW in Morocco,Yes,2022,1180000.0
57095,land rover,Range Rover Sport,42500,"['ABS', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",WW in Morocco,Yes,2022,1180000.0
48949,mercedes-benz,Classe G,72500,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Central Locking', 'Electric Windows']",Imported New,Yes,2022,1740000.0
45903,ds,DS 4,22500,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Central Locking', 'Electric Windows']",WW in Morocco,Yes,2022,3200000.0
57436,mercedes-benz,Classe G,72500,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",Imported New,Yes,2022,1740000.0
54735,mercedes-benz,Classe G,72500,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",Imported New,Yes,2022,1740000.0
2077,lexus,lx,22500,"['Leather Seats', 'Leather Seats']",Imported New,Yes,2022,1150000.0
64057,mercedes-benz,Classe G,72500,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",Imported New,Yes,2022,1740000.0
66827,land rover,Range Rover Sport,42500,"['ABS', 'Airbags', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Central Locking', 'Electric Windows']",WW in Morocco,Yes,2022,1180000.0
38092,land rover,Range Rover Sport,42500,"['ABS', 'Airbags', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",WW in Morocco,Yes,2022,1180000.0
68929,dacia,Logan,22500,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Navigation System/GPS', 'Electric Windows']",WW in Morocco,Yes,2022,1200000.0
69269,land rover,Range Rover Sport,42500,"['ABS', 'Airbags', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",WW in Morocco,Yes,2022,1180000.0
2125,porsche,Cayenne,32500,"['Alloy Wheels', 'Alloy Wheels']",Imported New,Yes,2022,1950000.0
52372,porsche,Cayenne,32500,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",WW in Morocco,Yes,2022,1270000.0
12553,land rover,range_rover_vogue,32500,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking']",WW in Morocco,Yes,2023,190000000.0
68711,kia,Seltos,27500,"['Airbags', 'Rear Camera', 'Speed Limiter', 'Central Locking']",WW in Morocco,Yes,2023,2105000.0
81982,mercedes-benz,Classe A,97500,"['Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",Customs-cleared car,No,2023,3900000.0
96782,land rover,Range Rover Sport,47500,"['Alloy Wheels', 'CD/MP3/Bluetooth']",WW in Morocco,Yes,2023,1390000.0
78479,land rover,Range Rover Sport,22500,"['ABS', 'Airbags', 'Rear Camera', 'Air Conditioning', 'Alloy Wheels', 'Speed Limiter', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Electric Windows']",WW in Morocco,Yes,2023,1320000.0
43779,porsche,Cayenne,32500,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",WW in Morocco,Yes,2023,1220000.0
41482,porsche,cayenne_coupe,17500,"['Electric Windows', 'Rear Camera']",Imported New,Yes,2023,1380000.0
81924,rover,Serie 400,22500,"['ABS', 'Airbags', 'Rear Camera', 'Air Conditioning', 'Alloy Wheels', 'Speed Limiter', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",WW in Morocco,Yes,2023,1320000.0
32354,dacia,Sandero,7500,"['CD/MP3/Bluetooth', 'Electric Windows']",WW in Morocco,Yes,2023,55555555.0
